Verb,NZZ_ID,Token_ID,Sentence,pattern,Stimulus_Type,Stimulus_PP,Comment,sem_class_subj,sem_class_PP_int,interpr_sem_class_PP_int,det_PP_int,Comment_PP
irritieren,NZZ_1993_08_23_a39_seg10_s15,25,"Der Schriftsteller Vladimir Sorokin hat ein Fazit gezogen , das wohl für viele russische « Ausreisser » Geltung haben kann : « In Russland irritieren die totale Kriminalität der Gesellschaft , das schwere Alltagsleben , die materiellen Probleme .",X-STM_V,inanim,in,"STM_coordination, EXP-indicating_adjunct","property/event,state/abstract_obj",locative,,,
irritieren,NZZ_1993_10_08_a65_seg4_s6,7,"Das Motiv dieser Heimsuchung kann nicht irritieren in einer Welt , die so Un-Menschliches zu beklagen hat wie den Baum aus Blut und Wunden .",X-STM_V,inanim,in,EXP-indicating_adjunct,abstract_obj,locative,,,(part of) piece of art
irritieren,NZZ_1993_11_13_a51_seg2_s1,41,"Lx. William W. Bartley , der sich selbst weder als « Jünger noch als Gegner » Wittgensteins versteht , hatte 1973 eine Wittgenstein-Biographie verfasst , die auch informierte Fachleute mit ihren erstaunlichen Thesen über die schwer zugängliche Persönlichkeit des Philosophen irritierte .",X-STM_V_Y-EXP,inanim,mit,,abstract_obj,abstract_obj,property,det_coref_subj,(part of) piece of art
irritieren,NZZ_1993_12_10_a63_seg2_s20,9,Die nach der Rückkehr in Basel entstandenen Werke irritieren durch das auffällige Umkippen in traditionell-ländliche Formen .,X-STM_V,inanim,durch,,"abstract_obj,concrete_obj",event,property,,(part of) piece of art
irritieren,NZZ_1994_04_02_a140_seg6_s8,6,"Denn was in ihm auch irritiert , ist nicht nur dessen stellenweise wilder Ausbruch , sondern ebenso die Tatsache , dass dieser sich nicht in den strukturellen Zusammenhang der Sonate einbauen lässt .",X-STM_V,inanim,in,,"abstract_obj,event,event(action)",ambiguous,,,proposition
irritieren,NZZ_1994_06_07_a134_seg3_s8,23,"Seine erste Visitenkarte in der Innenstadt , das anfangs heftig umstrittene Apollo-Haus am Stauffacher , eine raffinierte Antwort auf Salvisbergs Bürobauten , irritiert noch heute wegen ihrer völlig unmotivierten Ecklösung .",X-STM_V,inanim,wegen,,concrete_obj,abstract_obj,property,det_coref_subj,
irritieren,NZZ_1994_06_08_a141_seg3_s15,19,"Umspült von der Geschäftigkeit der Abfliegenden , angehaucht von der Kühle der Granit- und Stahlkonstruktion des Flughafengebäudes , irritiert Altherrs Arbeit durch Bescheidenheit , Ruhe und sachte Beharrlichkeit .",X-STM_V,inanim,durch,,ambiguous,property/property/property,,,
irritieren,NZZ_1994_07_15_a157_seg3_s6,57,"Die Geschichte des erfolglosen Drehbuchautors ( William Holden ) , der in die Fänge einer gealterten Stummfilmdiva ( Gloria Swanson ) und ihres Butlers ( Erich von Stroheim ) gerät und als deren Gefangener Schatten einer gespenstisch anmutenden Vergangenheit zum Leben erwecken soll , fasziniert durch die meisterhafte Inszenierung , wie sie durch ihre unauflösbare Erzählperspektive irritiert .",X-STM_V,inanim,durch,,abstract_obj,"abstract_obj,event(action)",property,det_coref_subj,(part of) piece of art
irritieren,NZZ_1994_12_06_a194_seg18_s8,3,"Der Hyundai irritierte uns zunächst durch sein wiegendes Kurvenverhalten und die nicht ganz so exakte Lenkung ; nach einer gewissen Gewöhnung entdeckten wir aber bald , dass die koreanische Technik auch bezüglich Sicherheitsreserven der europäischen mittlerweile sehr nahe kommt .",X-STM_V_Y-EXP,inanim,durch,,concrete_obj,property/property,,det_coref_subj/,
irritieren,NZZ_1993_02_19_a242_seg2_s11,3,"Wie Tabori irritiert auch das ZET in der Gegenüberstellung von Gegensätzlichem , der Durchdringung von tödlichem Ernst und clownesker Groteske ; mit einer Bühnenform , die die Erzählung aufbricht , fragmentiert in Prosa und Drama und in der Schwebe hält zwischen Schwank und ( romantischem ) Melodrama .",X-STM_V,clash of coordinations,in,,anim_proxy,event(action)/event(action),,,
irritieren,NZZ_1993_02_26_a152_seg2_s8,24,"Während die technisch überlegenen Südamerikaner , von Captain Maradona sowie Leo Rodriguez organisiert , verwirrende Kombinationen vortrugen und mit Kurzpässen die dänische Abwehr irritierten , wandte das skandinavische Team klassischen Konterfussball an , im Vertrauen auf die Schnelligkeit und die technischen Stärken Brian Laudrups .",X-STM_V_Y-EXP,anim,mit,EXP_anim_proxy,human,event(action),,,probably instrumental
irritieren,NZZ_1993_03_16_a116_seg3_s16,18,"Besonders die grossgewachsenen Rückraumschützen Brunner und Baumgartner bekundeten Mühe , den Gegner dank Beweglichkeit und Antritt zu irritieren und eine Überzahlsituation zu schaffen , und ermöglichten so einige folgenschwere Gegenstösse .",X-STM_V_Y-EXP,anim,dank,,human,property/property,,,Antritt may be ambiguous
irritieren,NZZ_1993_05_21_a146_seg2_s10,30,"Aber längst nicht mehr alle 400 000 Maori finden sich mit ihrem Schicksal ab , viele haben sich organisiert und pochen auf ihre Rechte als erste Siedler ,  sie irritieren damit die erdrückende Mehrheit der später Eingewanderten bzw. deren Nachkommen .",X-STM_V_Y-EXP,anim,mit,pronominal_adverb,human,event(action),,,
irritieren,NZZ_1993_10_11_a118_seg3_s11,20,"Durch leichtes Schwingen nach links und rechts suchen dann vor allem ungeübte Tiere die richtige Absprungstelle , zögern und irritieren dadurch auch die Gegner .",X-STM_V_Y-EXP,anim,durch,pronominal_adverb,animal,event(action),,,?
irritieren,NZZ_1993_11_18_a110_seg9_s4,11,Und nur wenig später touchierte Herr einen Freistossball Bregys und irritierte damit die gesamte gegnerische Verteidigung : 2 : 0 .,X-STM_V_Y-EXP,anim,mit,"pronominal_adverb, EXP_anim_proxy",human,event(action),,,instrumental?
irritieren,NZZ_1993_11_29_a104_seg2_s19,17,"Plötzlich schien sie an ihre Chance zu glauben , steigerte sich individuell wie als Equipe und irritierte dadurch den fast etwas nonchalant gewordenen Gegner .",X-STM_V_Y-EXP,anim,durch,pronominal_adverb,human,event(action),,,
irritieren,NZZ_1993_12_13_a184_seg2_s4,11,"Was den Komponisten am « schulischen Dogma » vorab zu irritieren scheint , dürfte in der latenten Gefahr eines kompositionstechnischen Selbstzwecks zu orten sein .",X-STM_V_Y-EXP,ambiguous,an,,ambiguous,abstract_obj,,,
irritieren,NZZ_1994_06_02_a103_seg5_s3,30,"Solschenizyn kam als eine Art Übervater des Antikommunismus , er bezeichnete seine Rückkehr als Anfang einer möglichen Rettung Russlands ( stellt also unerfüllbare Ansprüche an sich selber ) und irritierte zudem durch eine eigenartige , unangenehme Heuchelei : Er beklagte sich heftig über die « Belästigung » durch die Medien , inszenierte anderseits aber seine Rentrée in grossem Stil und verkaufte die Filmrechte an die BBC .",X-STM_V,anim,durch,,human,event(action),,,
irritieren,NZZ_1994_12_03_a109_seg3_s50,29,"Er isoliert , schneidet an , blickt von oben oder ganz unten auf sein Gegenüber , öffnet den Innenraum in Weitwinkelperspektive , gestaltet aus Nah- und Schrägsicht , irritiert mit Spiegeln und verdeckten Lichtquellen , skizziert und arbeitet aus .",X-STM_V,ambiguous,mit,,ambiguous,concrete_obj/concrete_obj,,,
langweilen,NZZ_1994_10_14_a160_seg11_s1,6,"An dieser Form der Medienkritik langweilt nicht nur die Monotonie der in einer Endlosschleife wiederkehrenden Leitmotive , die allesamt zum Repertoire traditioneller Kulturkritik gehören .",X-STM_V,inanim,an,,"abstract_obj,state",abstract_obj,,,
langweilen,NZZ_1996_06_13_a166_seg2_s7,25,"Sie arbeiten zusammen , um Synergien zu nutzen und um sich nicht in abendfüllenden Stücken zu verstricken , die schliesslich ihrer Überlänge wegen alle langweilen .",X-STM_V_Y-EXP,inanim,wegen,,abstract_obj,property,,det_coref_subj,(part of) piece of art
langweilen,NZZ_1996_09_26_a147_seg3_s22,5,"Zugegeben , politische Korrektheit langweilt im Theater .",X-STM_V,inanim,in,ambiguous,abstract_obj,locative,,,
langweilen,NZZ_1998_02_23_a141_seg2_s9,3,"Die Songs langweilen den Konzertbesucher trotzdem nicht durch folkige Wortlastigkeit , sondern kommen in einfallsreichen und eingängigen Popmelodien daher .",X-STM_V_Y-EXP,inanim,durch,,abstract_obj,property,,,(part of) piece of art
langweilen,NZZ_1999_07_20_a202_seg11_s10,28,"Dieses Buch bietet nicht Information und Analyse ; es ist vor allem eine Abrechnung , die mit ihrer Eindimensionalität und Gehässigkeit und ihren befremdlichen Gefühlsergüssen bald einmal langweilt .",X-STM_V,inanim,mit,,"abstract_obj,event(action)",property/property/event,property/property/property,det_coref_subj/det_coref_subj,"(part of) piece of art, utterance"
langweilen,NZZ_1993_07_26_a23_seg10_s8,10,Mit Maastricht hat er die Nation bis zum Überdruss gelangweilt .,X-STM_V_Y-EXP,ambiguous,mit,"metonymic_EXP, result_PP",ambiguous,abstract_obj/locative,abstract_obj,,probably not locative
langweilen,NZZ_1993_08_10_a35_seg2_s22,13,"Aber es hat wenig Sinn , den Leser mit punktueller Kritik zu langweilen : Nachprüfen kann ja auch der kompetenteste Kritiker nur jene Teile , in denen er sich selbst einmal versucht hat .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,event(action),,(part of) piece of art
langweilen,NZZ_1993_05_28_a49_seg4_s3,8,"Akira Kurosawa beispielsweise : Der hochbetagte Japaner langweilte mit einem Altherrenfilm , der endlos die Verehrung eines Lehrers durch ehemalige Schüler zelebriert .",X-STM_V,anim,mit,,human,abstract_obj,,,(part of) piece of art
langweilen,NZZ_1994_09_12_a77_seg3_s7,48,"Dann gibt es die überraschenden Begegnungen , die einem alle liebgewordenen Vorurteile über den Haufen werfen : Woody Allen , der heiss Verehrte und seit je mit Fäusten und Füssen Verteidigte , schaffte es doch tatsächlich , mit seinem « Bullets Over Broadway » nicht nur zu langweilen , sondern auch noch zu verärgern .",X-STM_V,anim,mit,,human,abstract_obj,,det_coref_subj,(part of) piece of art
langweilen,NZZ_1995_08_03_a114_seg3_s15,25,"Filmisch konnte die Sendung über die Geburt der Ozeane auch deswegen nicht überzeugen , weil Bernabei uns viel zu häufig mit Aufnahmen aus Museen langweilte .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,,,(part of) piece of art
langweilen,NZZ_1995_05_04_a174_seg3_s17,6,"Der britische Drummer Martin Drew langweilte mit ewiggleichen Ride-Mustern und Hi-Hat-Akzenten , der Klang seiner Snare-Drum erinnerte an denjenigen einer Kartonschachtel , und die beiden Soli gipfelten in stupiden , durch ein Doppelpedal erzeugten Paukenachteln , wie sie etwa ein durchschnittlicher Rockschlagzeuger für « dramatische » Effekte einzusetzen pflegt .",X-STM_V,anim,mit,,human,abstract_obj/abstract_obj,"abstract_obj,event(action)/abstract_obj,event(action)",,abstract_obj? (part of) piece of art 
langweilen,NZZ_1996_04_23_a141_seg7_s11,12,"Bevor etwa der schottische Sänger Lloyd Cole mit einem konventionellen Auftritt langweilte , zog das New Yorker Quartett Soul Coughing das Publikum in den Bann .",X-STM_V,anim,mit,,human,event,,,(part of) piece of art
langweilen,NZZ_1996_09_19_a127_seg14_s1,2,Was langweilt Sie im Theater ?,X-STM_V_Y-EXP,ambiguous,in,,ambiguous,"abstract_obj,locative",,,
langweilen,NZZ_1997_08_29_a177_seg5_s9,17,"Real habe zwar den Titel gewonnen , zugleich aber mit einer eher sterilen Spielweise das Publikum gelangweilt .",X-STM_V_Y-EXP,anim_proxy,mit,,anim_proxy,property,,,
langweilen,NZZ_1997_12_18_a144_seg3_s2,3,Später indes langweilte der Mitbegründer der helvetischen Literaturzeitschrift « drehpunkt » mit autobiographisch psychologisierenden Künstlichkeiten über die innere Leere .,X-STM_V,anim,mit,,human,abstract_obj,,,(part of) piece of art
langweilen,NZZ_1997_01_24_a135_seg3_s19,18,"Bisher herrscht die Bildersucht , vielleicht auch die Angst , das jugendliche Zielpublikum mit grösserer Zurückhaltung zu langweilen und zu verprellen .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,property,,property?
langweilen,NZZ_1997_11_19_a183_seg3_s3,15,"Nun haben sich die Verhältnisse gekehrt : Die Gunners spielen attraktiv , die Spurs langweilen mit einem Stil , der selbst in England mittlerweile als antiquiert gilt .",X-STM_V,anim,mit,,human,abstract_obj,property,,
langweilen,NZZ_1998_04_03_a247_seg3_s9,36,"Wie dies genau funktioniert , beschreibt der Autor in zwei Teilen des Buches : Zuerst schildert er den theoretischen Hintergrund des Konzepts , wobei er der Versuchung widersteht , den Leser mit abstrakten Theorien zu langweilen ; er beschränkt sich auf das zum Verständnis Notwendige .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,,,(part of) piece of art
langweilen,NZZ_1998_09_10_a154_seg4_s55,5,"Was fasziniert , was langweilt Sie im Theater ?",X-STM_V_Y-EXP,ambiguous,in,,ambiguous,"abstract_obj,locative",,,
langweilen,NZZ_1999_01_11_a101_seg7_s29,8,"Man sollte seine Umgebung nicht mit Argumenten langweilen , sondern ein polemisches Adjektiv wählen und es an eine Behauptung der Form « Ich finde ... » anhängen .",X-STM_V_Y-EXP,anim,mit,metonymic_EXP,human,abstract_obj,,,interpreted as event(action)?
leidtun,NZZ_1993_01_16_a47_seg6_s7,14,"Für Anne-Marie Bubke , die zum erstenmal auf einer grossen Bühne steht , tut einem das leid .",X-STM_V_Y-EXP,ambiguous,für,,ambiguous,human,,,
leidtun,NZZ_1998_01_19_a93_seg10_s5,2,Das tut mir leid für den Dirigenten .,X-STM_V_Y-EXP,ambiguous,für,,ambiguous,human,,,
leidtun,NZZ_1998_10_09_a203_seg38_s1,8,"Wenn einem Spieler ein Fehler unterläuft , tut es mir leid für die Mannschaft .",X-STM_V_Y-EXP,propositional,für,ambiguous,abstract_obj,anim_proxy,,,
leidtun,NZZ_1998_10_22_a150_seg5_s1,41,"In den 26-Zeilen-Satz packt Jerry , politisch unkorrekt , private und ganz und gar nicht private Greuel , packt er Geschichte und Gegenwart , Selbstmitleid und jene typische Ironie des Intellektuellen , der sich gerade wegen seines Selbstmitleids besonders leid tut .",X-STM_V_Y-EXP,anim,wegen,clearly_non_agentive,human,abstract_obj,property,det_coref_subj,
missfallen,NZZ_1993_08_12_a69_seg8_s1,9,"Wenn an der Leistung des Schweizer Teams eines missfiel , dann das Verhalten in der Defensive .",X-STM_V,inanim,an,,"abstract_obj,event(action)","event(action),abstract_obj",,,
missfallen,NZZ_1993_07_02_a44_seg3_s4,9,"Was mir an den geschilderten Vorgängen am meisten missfällt , ist die Klage auf eine Entschädigung von rund 5 Millionen Franken für einen Fünfjahresvertrag .",X-STM_V_Y-EXP,inanim,an,,"abstract_obj,event(action)",event,,,
missfallen,NZZ_1994_12_07_a84_seg21_s1,7,"Schmid ( gp. , Thurgau ) missfällt bei EWR , EU und auch WTO die Dominanz der Ökonomie über die Politik .",X-STM_V_Y-EXP,inanim,bei,,property,anim_proxy/anim_proxy/anim_proxy,,,
missfallen,NZZ_1994_01_26_a151_seg3_s17,48,"Für Dübendorfer Verhältnisse eher ungewohnt ist , dass die SP sowie die Grünen die Zielrichtung ihrer Kandidaturen ganz klar bezeichnen : Sie richten sich gegen Dölf Kurz , dem unverblümt nachlässige Amtsführung vorgeworfen wird , und gegen Hans Müller , bei dem allerdings einzig der Jahrgang zu missfallen scheint .",X-STM_V,inanim,bei,,property,human,,,
missfallen,NZZ_1996_05_02_a137_seg3_s10,18,"Den Kritikern blieb « Tempo » Zeitgeistmagazin und Zielscheibe für alles , was an den achtziger Jahren missfallen mochte .",X-STM_V,inanim,an,,ambiguous,temporal,,,
missfallen,NZZ_1997_07_12_a28_seg13_s22,29,"Und dass die Züge aus Frankreich am Ende der Reise ausgerechnet in der Waterloo-Station einfahren , könnte missverstanden werden ... Was den Engländern an Europa vielleicht am meisten missfällt , ist der Eifer einer nicht näher fassbaren Bürokratie , zu normieren und zu vereinheitlichen .",X-STM_V_Y-EXP,inanim,an,,"abstract_obj,property","abstract_obj,locative",,,
missfallen,NZZ_1997_11_07_a222_seg9_s17,6,Dd1 Dd8 19. - Td8 missfiel Sadler wegen 20. Sh2 ( droht 21. d5 ) 20. - De8 21. Sg4 Le7 22. Se5 Lf6 23 .,X-STM_V_Y-EXP,inanim,wegen,,event,event,,,
missfallen,NZZ_1997_09_27_a194_seg7_s7,5,An Cicero und Seneca missfällt ihm deren hochmütig verächtliche Ignoranz der Naturwissenschaften .,X-STM_V_Y-EXP,inanim,an,,"abstract_obj,property",human,,,
missfallen,NZZ_1994_02_11_a207_seg10_s18,39,"Wer wirklich will , dass sich in Zürich etwas ändert , muss für die sechs Kandidaten von FDP , SVP und CVP stimmen und nur für diese , selbst wenn ihm am einen dies und am anderen jenes missfällt .",X-STM_V_Y-EXP,ambiguous,an,,ambiguous,human,,,Not + because a missfallen seems to miss here elliptically
missfallen,NZZ_1995_10_21_a102_seg4_s36,14,"Der Tagebuchschreiber verzeichnet einfach alles , was ihm an der Welt gefällt oder missfällt .",X-STM_V_Y-EXP,ambiguous,an,,ambiguous,abstract_obj,,,„die Welt“ neither concrete nor locative here but the total of all things being (be they concrete or abstract)
missfallen,NZZ_1996_04_22_a27_seg9_s10,26,"An der allgemeinen Volksinitiative - sie könnte mit 100 000 Unterschriften eingereicht werden und würde von der Bundesversammlung verlangen , gesetzgeberisch tätig zu werden - missfällt ihr , dass das Parlament den ursprünglichen Willen der Initianten verwässern könnte .",X-STM_V_Y-EXP,propositional,an,,"abstract_obj,property",abstract_obj,,,
nahegehen,NZZ_1998_08_07_a141_seg3_s34,29,"Die Jugendlichen , die wir dort kennenlernen , schlagen sich mit Raubüberfällen auf Taxis und ähnlichen Delikten durch , aber gerade in ihrer harten Realität und chaotischen Gefühlswelt gehen sie uns nahe und lassen uns nicht kalt .",X-STM_V_Y-EXP,anim,in,,human,abstract_obj/abstract_obj,property/property,det_coref_subj,
nerven,NZZ_1995_02_17_a128_seg3_s25,5,"Was an diesen Auftritten nervt , ist vor allem der Redeschwall .",X-STM_V_Y-EXP,inanim,an,,event(action),event(action),,,
nerven,NZZ_1995_08_03_a114_seg3_s19,3,"Beide Folgen nervten den Zuschauer jedenfalls nicht mit Jahresdaten und Exkursen in die Antike , beide brachten nicht die immer gleichen Sequenzen von Unterwasservulkanausbrüchen - wie dies bei Gianfranco Bernabei der Fall war .",X-STM_V_Y-EXP,inanim,mit,,event,abstract_obj/abstract_obj,property/property,,(part of) piece of art
